itemID,boughtAt,convertAt,status,itemCategory,itemType,itemSubType,gender,itemCondition,itemFabrics,itemColor,size,brand,acquisitionChannel,purchasePrice,resalePrice,repairEffort
ITEM00406,2025-06-14 14:53:50,2025-08-10 22:16:25,sold,Topwear,Jacket,Winter Coat,Men,10,"0,0,0,37,63,0,0,0",Multicolor,S,Uniqlo,bulkWholesale,5.54,12.75,moderate
ITEM00407,2025-06-22 03:18:00,2025-08-27 13:23:12,sold,Topwear,Shirt,Polo,Unisex,3,"0,0,100,0,0,0,0,0",Blue,M,Nike,bulkWholesale,6.13,22.19,heavy
ITEM00408,2025-06-09 12:28:49,2025-09-21 16:38:49,sold,Bottomwear,Skirt,Maxi Skirt,Unisex,7,"0,0,0,0,100,0,0,0",Grey,XL,Zara,donation,9.55,22.02,heavy
ITEM00409,2025-06-20 06:33:11,2025-08-04 01:04:54,sold,Topwear,Shirt,T-Shirt,Unisex,9,"0,0,0,0,44,0,56,0",Beige,44,Gucci,userSellIn,5.05,19.23,none
ITEM00410,2025-06-11 20:47:58,2025-09-01 07:46:02,sold,Topwear,Shirt,Blouse,Kids,6,"100,0,0,0,0,0,0,0",Black,L,Uniqlo,donation,20.65,80.09,moderate
ITEM00411,2025-06-23 17:38:24,2025-09-21 15:01:58,sold,Bottomwear,Skirt,Mini Skirt,Kids,8,"0,15,85,0,0,0,0,0",White,44,Nike,bulkWholesale,26.61,66.94,moderate
ITEM00412,2025-06-15 07:16:33,2025-07-21 11:29:17,sold,Footwear,Shoes,Boots,Unisex,8,"0,0,35,0,0,0,0,65",Multicolor,42,Gucci,userSellIn,9.8,21.05,heavy
ITEM00413,2025-07-05 00:40:33,2025-09-08 22:51:35,sold,Footwear,Shoes,Heels,Kids,4,"0,0,0,0,0,0,100,0",Black,36,Adidas,bulkWholesale,12.48,30.1,minor
ITEM00414,2025-06-24 01:23:40,2025-09-26 23:58:19,sold,Bottomwear,Pants,Chinos,Kids,4,"0,0,0,17,0,83,0,0",Multicolor,36,Patagonia,bulkWholesale,5.55,13.92,heavy
ITEM00415,2025-06-11 14:29:56,2025-07-24 18:03:06,sold,Accessories,General,Scarf,Women,7,"0,0,0,0,0,0,100,0",Green,44,Gucci,bulkWholesale,3.97,6.93,heavy
ITEM00416,2025-06-20 18:40:31,2025-08-06 21:52:25,sold,One-Piece,Dress,Casual Dress,Unisex,8,"0,0,0,88,0,12,0,0",Multicolor,S,Levi's,userSellIn,26.5,95.09,heavy
ITEM00417,2025-06-23 11:07:49,2025-08-08 23:09:49,sold,Bottomwear,Skirt,Maxi Skirt,Women,8,"49,0,0,51,0,0,0,0",Grey,36,Zara,donation,25.43,101.44,none
ITEM00418,2025-06-11 01:38:52,2025-08-18 12:40:21,disposed,Accessories,General,Scarf,Women,0,"0,0,0,0,0,100,0,0",Beige,44,Nike,userSellIn,10.54,0.0,heavy
ITEM00419,2025-06-28 08:53:01,2025-09-23 19:18:53,sold,Bottomwear,Skirt,Maxi Skirt,Men,6,"0,0,41,0,0,0,59,0",Red,M,Levi's,userSellIn,16.2,54.62,minor
ITEM00420,2025-06-07 21:00:50,2025-09-02 07:33:38,recycled,One-Piece,Dress,Casual Dress,Men,1,"100,0,0,0,0,0,0,0",Multicolor,40,Patagonia,bulkWholesale,15.07,0.0,none
ITEM00421,2025-06-09 01:44:49,2025-08-02 08:52:20,disposed,One-Piece,Dress,Summer Dress,Unisex,0,"0,100,0,0,0,0,0,0",Beige,42,Uniqlo,donation,8.39,0.0,moderate
ITEM00422,2025-06-08 07:21:46,2025-07-17 07:43:50,sold,Accessories,General,Belt,Women,5,"0,0,11,0,0,0,89,0",Black,S,Nike,userSellIn,0.3,0.53,minor
ITEM00423,2025-06-22 19:33:40,2025-07-19 12:57:23,sold,One-Piece,Dress,Evening Dress,Women,6,"0,0,0,0,0,7,0,93",Black,38,Nike,userSellIn,23.61,67.35,minor
ITEM00424,2025-06-24 18:44:36,2025-09-09 13:05:02,sold,Bottomwear,Pants,Shorts,Unisex,5,"0,0,0,0,0,0,80,20",Blue,XL,Adidas,bulkWholesale,23.69,69.1,none
ITEM00425,2025-06-18 16:26:20,2025-08-04 08:00:48,sold,Accessories,General,Handbag,Men,4,"59,41,0,0,0,0,0,0",Red,XL,Levi's,donation,12.03,20.28,moderate
ITEM00426,2025-07-02 16:23:26,2025-08-04 15:08:26,sold,Bottomwear,Skirt,Mini Skirt,Men,6,"0,0,0,0,0,100,0,0",Black,38,Zara,userSellIn,8.94,30.95,moderate
ITEM00427,2025-06-24 20:36:04,2025-08-13 07:44:07,disposed,Bottomwear,Skirt,Mini Skirt,Unisex,0,"0,0,0,0,0,76,0,24",Blue,38,H&M,bulkWholesale,1.77,0.0,minor
ITEM00428,2025-06-29 23:49:13,2025-08-01 05:16:30,sold,Footwear,Shoes,Sneakers,Men,10,"0,100,0,0,0,0,0,0",Green,XS,Uniqlo,bulkWholesale,14.9,33.49,minor
ITEM00429,2025-06-23 08:11:50,2025-08-17 17:22:19,disposed,Bottomwear,Skirt,Mini Skirt,Women,0,"0,0,14,0,86,0,0,0",Red,36,Zara,donation,24.89,0.0,moderate
ITEM00430,2025-06-14 15:45:37,2025-08-06 04:52:36,sold,Bottomwear,Pants,Chinos,Women,6,"48,0,0,0,52,0,0,0",Blue,M,Adidas,userSellIn,20.57,65.31,moderate
ITEM00431,2025-06-11 20:32:28,2025-09-25 02:31:23,sold,Accessories,General,Belt,Unisex,10,"0,0,0,0,0,100,0,0",Beige,S,Patagonia,bulkWholesale,5.58,11.96,none
ITEM00432,2025-07-02 15:47:56,2025-08-24 01:56:09,sold,One-Piece,Dress,Summer Dress,Men,6,"100,0,0,0,0,0,0,0",White,M,H&M,userSellIn,26.35,85.21,moderate
ITEM00433,2025-06-06 12:11:54,2025-07-25 15:24:25,sold,Accessories,General,Handbag,Kids,5,"0,0,0,100,0,0,0,0",Blue,34,Adidas,bulkWholesale,27.99,65.23,none
ITEM00434,2025-06-17 13:15:00,2025-08-23 15:15:30,sold,Footwear,Shoes,Sneakers,Men,5,"0,0,40,0,0,60,0,0",Black,S,Patagonia,userSellIn,16.85,47.5,minor
ITEM00435,2025-06-06 23:19:47,2025-08-17 13:07:32,sold,One-Piece,Dress,Evening Dress,Men,8,"0,0,0,0,0,16,0,84",Beige,XL,H&M,bulkWholesale,6.16,15.97,minor
ITEM00436,2025-06-08 12:11:51,2025-08-04 00:46:30,sold,Topwear,Jacket,Blazer,Women,8,"100,0,0,0,0,0,0,0",Beige,XL,Adidas,userSellIn,12.35,27.03,heavy
ITEM00437,2025-06-18 03:49:49,2025-09-17 12:40:40,sold,Accessories,General,Scarf,Unisex,3,"0,0,0,45,0,0,55,0",Beige,34,Uniqlo,userSellIn,9.75,38.15,none
ITEM00438,2025-06-10 03:25:02,2025-09-30 16:53:26,sold,One-Piece,Dress,Summer Dress,Unisex,7,"100,0,0,0,0,0,0,0",Grey,36,H&M,donation,4.53,11.59,minor
ITEM00439,2025-06-06 19:26:39,2025-09-07 11:45:43,recycled,Footwear,Shoes,Heels,Unisex,1,"0,0,0,100,0,0,0,0",Black,42,Patagonia,userSellIn,13.16,0.0,moderate
ITEM00440,2025-06-10 10:10:41,2025-07-25 23:51:39,sold,Bottomwear,Pants,Chinos,Unisex,7,"0,0,100,0,0,0,0,0",Multicolor,XL,Uniqlo,donation,3.19,10.48,minor
ITEM00441,2025-06-09 15:34:00,2025-09-15 22:09:44,sold,Accessories,General,Scarf,Men,7,"0,0,0,0,100,0,0,0",Green,38,H&M,donation,17.39,61.2,none
ITEM00442,2025-06-20 06:16:10,2025-09-28 18:07:02,disposed,Footwear,Shoes,Sneakers,Women,1,"100,0,0,0,0,0,0,0",Grey,XS,Patagonia,bulkWholesale,13.02,0.0,heavy
ITEM00443,2025-07-01 08:08:00,2025-07-27 00:54:28,sold,Accessories,General,Belt,Unisex,3,"7,0,0,0,0,93,0,0",White,34,H&M,userSellIn,18.14,46.74,moderate
ITEM00444,2025-06-23 03:20:37,2025-07-23 22:10:40,sold,One-Piece,Dress,Summer Dress,Men,10,"0,100,0,0,0,0,0,0",White,38,Zara,bulkWholesale,10.78,34.01,heavy
ITEM00445,2025-06-09 03:43:04,2025-07-21 03:39:25,sold,Footwear,Shoes,Heels,Kids,4,"0,0,57,0,0,0,0,43",Multicolor,Kids,Nike,userSellIn,26.72,100.92,minor
ITEM00446,2025-06-15 10:27:31,2025-07-19 10:45:19,sold,Footwear,Shoes,Boots,Women,10,"0,100,0,0,0,0,0,0",Green,38,Nike,donation,2.97,8.26,moderate
ITEM00447,2025-06-07 01:48:35,2025-08-05 12:46:31,disposed,Accessories,General,Scarf,Kids,1,"39,0,0,0,61,0,0,0",Black,34,Nike,donation,18.8,0.0,none
ITEM00448,2025-06-18 00:02:55,2025-07-22 05:55:37,sold,Bottomwear,Pants,Shorts,Kids,7,"0,0,24,0,0,0,76,0",Beige,S,H&M,donation,1.86,4.05,minor
ITEM00449,2025-06-27 17:32:41,2025-08-05 21:34:21,sold,Accessories,General,Handbag,Kids,4,"0,0,100,0,0,0,0,0",White,44,Adidas,bulkWholesale,15.4,42.6,minor
ITEM00450,2025-06-23 05:48:09,2025-08-01 19:06:49,sold,Accessories,General,Handbag,Men,8,"0,0,32,0,0,0,0,68",Green,34,Patagonia,donation,20.38,74.83,moderate
ITEM00451,2025-07-04 12:46:19,2025-08-23 09:27:12,recycled,Footwear,Shoes,Heels,Unisex,2,"0,0,0,48,0,52,0,0",Beige,36,Patagonia,userSellIn,9.12,0.0,minor
ITEM00452,2025-06-23 05:19:10,2025-08-25 03:47:59,sold,Topwear,Shirt,T-Shirt,Unisex,10,"0,0,0,0,0,0,100,0",White,44,Nike,bulkWholesale,28.79,57.85,none
ITEM00453,2025-06-21 16:14:47,2025-07-16 11:35:30,sold,Footwear,Shoes,Heels,Men,10,"0,0,0,63,0,0,37,0",Green,Kids,Uniqlo,userSellIn,28.65,47.67,moderate
ITEM00454,2025-06-16 19:08:25,2025-07-17 18:21:34,recycled,Topwear,Jacket,Blazer,Kids,2,"0,0,0,0,0,0,0,100",Multicolor,M,Levi's,userSellIn,4.12,0.0,minor
ITEM00455,2025-06-29 10:22:10,2025-07-21 00:55:15,disposed,Bottomwear,Pants,Chinos,Women,0,"0,0,0,0,0,0,0,100",Beige,38,Levi's,userSellIn,6.43,0.0,minor
ITEM00456,2025-07-05 02:34:24,2025-07-31 08:47:25,sold,Accessories,General,Belt,Women,8,"100,0,0,0,0,0,0,0",Multicolor,XS,Adidas,bulkWholesale,29.01,76.96,none
ITEM00457,2025-06-12 16:22:06,2025-07-28 10:50:27,sold,Footwear,Shoes,Heels,Men,10,"0,0,0,0,100,0,0,0",Black,38,Zara,userSellIn,7.57,13.35,minor
ITEM00458,2025-06-25 02:29:01,2025-10-03 12:54:57,sold,Bottomwear,Pants,Jeans,Unisex,9,"0,0,91,9,0,0,0,0",Beige,XL,Adidas,donation,25.23,85.95,heavy
ITEM00459,2025-06-25 15:56:00,2025-09-24 22:39:22,recycled,Accessories,General,Handbag,Women,1,"0,0,0,0,67,0,33,0",White,Kids,Gucci,userSellIn,26.35,0.0,heavy
ITEM00460,2025-06-16 03:17:02,2025-07-26 09:25:12,recycled,One-Piece,Dress,Evening Dress,Men,0,"0,100,0,0,0,0,0,0",Red,38,Patagonia,donation,28.45,0.0,minor
ITEM00461,2025-06-16 05:18:46,2025-07-22 11:22:25,disposed,Topwear,Shirt,Polo,Kids,0,"0,0,0,22,0,0,0,78",Green,XL,Patagonia,donation,27.86,0.0,minor
ITEM00462,2025-06-22 16:59:44,2025-09-18 18:11:06,sold,Topwear,Shirt,Polo,Men,9,"0,100,0,0,0,0,0,0",Grey,XL,Levi's,bulkWholesale,5.13,12.99,moderate
ITEM00463,2025-06-06 20:08:48,2025-09-06 00:58:56,sold,Topwear,Shirt,Polo,Men,5,"0,0,0,58,0,42,0,0",Grey,36,Levi's,userSellIn,22.41,81.12,minor
ITEM00464,2025-06-11 15:18:06,2025-08-20 10:23:52,sold,Accessories,General,Scarf,Men,6,"0,0,0,35,65,0,0,0",Beige,S,Patagonia,bulkWholesale,7.25,11.1,none
ITEM00465,2025-06-14 13:56:50,2025-08-17 11:30:32,sold,One-Piece,Dress,Casual Dress,Kids,4,"0,0,0,0,0,40,0,60",Red,38,Zara,donation,6.24,24.46,minor
ITEM00466,2025-06-24 00:36:14,2025-08-01 21:59:30,sold,Topwear,Shirt,Polo,Kids,4,"0,0,67,0,0,0,33,0",Green,36,Zara,bulkWholesale,2.95,7.7,heavy
ITEM00467,2025-06-17 01:55:48,2025-09-07 12:08:49,sold,Bottomwear,Skirt,Maxi Skirt,Kids,6,"0,0,28,0,0,72,0,0",Blue,XL,Zara,userSellIn,4.65,17.37,minor
ITEM00468,2025-06-13 14:19:31,2025-07-30 19:55:53,sold,One-Piece,Dress,Evening Dress,Women,6,"0,0,0,0,0,0,0,100",Beige,XS,Gucci,donation,5.0,19.83,minor
ITEM00469,2025-06-15 19:42:23,2025-08-08 23:58:10,sold,Footwear,Shoes,Boots,Men,7,"100,0,0,0,0,0,0,0",Multicolor,Kids,Adidas,donation,0.03,0.11,heavy
ITEM00470,2025-06-29 00:57:50,2025-09-11 03:28:48,sold,Footwear,Shoes,Boots,Men,10,"0,63,37,0,0,0,0,0",Beige,38,Levi's,donation,27.27,80.77,heavy
ITEM00471,2025-06-14 20:13:21,2025-08-30 01:21:22,recycled,Topwear,Shirt,T-Shirt,Women,1,"0,0,100,0,0,0,0,0",Grey,38,H&M,donation,29.24,0.0,none
ITEM00472,2025-06-16 19:18:36,2025-08-03 22:15:17,sold,Bottomwear,Skirt,Maxi Skirt,Women,6,"0,79,0,21,0,0,0,0",Black,36,Nike,bulkWholesale,14.71,32.51,none
ITEM00473,2025-07-04 15:32:34,2025-09-29 21:02:32,sold,Accessories,General,Belt,Unisex,9,"0,0,0,100,0,0,0,0",Red,M,Levi's,donation,1.94,6.99,minor
ITEM00474,2025-06-09 13:40:21,2025-08-10 12:47:00,sold,Bottomwear,Skirt,Maxi Skirt,Kids,10,"0,0,0,0,100,0,0,0",Blue,XS,Gucci,bulkWholesale,10.76,23.99,none
ITEM00475,2025-06-28 22:49:20,2025-07-28 01:44:57,sold,One-Piece,Dress,Evening Dress,Unisex,8,"0,0,0,0,73,0,27,0",Green,XS,Nike,donation,25.42,86.07,heavy
ITEM00476,2025-06-08 20:33:42,2025-08-25 12:56:42,sold,Accessories,General,Belt,Men,6,"0,0,45,55,0,0,0,0",White,XS,H&M,userSellIn,10.97,41.45,none
ITEM00477,2025-06-10 01:04:40,2025-08-17 13:29:37,sold,Accessories,General,Belt,Men,9,"0,100,0,0,0,0,0,0",Black,38,Patagonia,userSellIn,20.59,75.6,heavy
ITEM00478,2025-06-15 02:01:41,2025-07-30 06:13:05,sold,One-Piece,Dress,Casual Dress,Kids,6,"0,0,0,0,0,100,0,0",Multicolor,34,Adidas,donation,21.48,44.75,heavy
ITEM00479,2025-06-12 08:23:50,2025-07-28 17:15:19,sold,Footwear,Shoes,Heels,Kids,3,"0,0,0,0,0,0,100,0",Black,42,H&M,donation,19.11,56.01,none
ITEM00480,2025-06-10 03:51:53,2025-09-15 21:46:54,recycled,Topwear,Shirt,T-Shirt,Women,2,"0,0,0,0,100,0,0,0",Beige,L,Nike,bulkWholesale,27.97,0.0,minor
ITEM00481,2025-06-30 04:50:00,2025-09-14 21:43:22,disposed,Bottomwear,Pants,Shorts,Women,1,"30,0,0,70,0,0,0,0",Black,44,Patagonia,bulkWholesale,13.17,0.0,heavy
ITEM00482,2025-06-27 10:05:52,2025-08-26 17:12:47,sold,Bottomwear,Skirt,Mini Skirt,Women,7,"0,25,75,0,0,0,0,0",Beige,36,Uniqlo,userSellIn,16.98,31.9,moderate
ITEM00483,2025-06-11 18:26:02,2025-09-14 19:52:13,recycled,Topwear,Shirt,Blouse,Kids,1,"0,0,0,0,100,0,0,0",Black,XL,Gucci,userSellIn,3.31,0.0,heavy
ITEM00484,2025-07-04 20:45:11,2025-07-16 13:52:51,sold,Bottomwear,Pants,Shorts,Kids,5,"0,0,0,100,0,0,0,0",Blue,44,Nike,bulkWholesale,0.78,2.72,moderate
ITEM00485,2025-06-20 07:46:44,2025-07-27 14:40:41,sold,Footwear,Shoes,Boots,Kids,3,"0,0,0,2,0,0,98,0",Blue,34,Zara,userSellIn,26.42,59.57,moderate
ITEM00486,2025-06-26 07:19:46,2025-08-19 16:43:40,recycled,Footwear,Shoes,Sneakers,Unisex,2,"89,0,0,0,0,0,0,11",Multicolor,40,Levi's,userSellIn,28.76,0.0,moderate
ITEM00487,2025-06-22 03:35:22,2025-07-16 11:14:22,sold,Accessories,General,Handbag,Kids,6,"0,0,0,8,0,92,0,0",Multicolor,XS,H&M,userSellIn,24.85,42.39,none
ITEM00488,2025-06-26 21:57:42,2025-09-27 18:45:45,recycled,Topwear,Jacket,Hoodie,Women,0,"0,0,0,0,0,100,0,0",Red,42,Zara,donation,13.07,0.0,moderate
ITEM00489,2025-06-15 04:05:39,2025-09-21 17:08:46,sold,Topwear,Shirt,Blouse,Men,9,"0,73,0,0,0,0,27,0",Beige,Kids,Nike,userSellIn,0.3,0.54,heavy
ITEM00490,2025-06-24 16:40:40,2025-09-13 13:48:11,sold,One-Piece,Dress,Evening Dress,Kids,10,"0,0,0,0,0,0,22,78",Beige,XS,Nike,userSellIn,2.39,6.49,none
ITEM00491,2025-06-13 18:00:45,2025-10-01 21:52:36,disposed,Topwear,Shirt,Polo,Unisex,1,"0,0,0,0,0,0,100,0",Grey,L,Zara,bulkWholesale,13.46,0.0,minor
ITEM00492,2025-06-22 10:07:16,2025-08-28 03:44:02,recycled,Bottomwear,Skirt,Maxi Skirt,Kids,1,"0,0,0,0,0,0,0,100",Grey,S,Uniqlo,bulkWholesale,4.55,0.0,minor
ITEM00493,2025-06-19 16:55:47,2025-09-25 02:22:31,sold,Bottomwear,Skirt,Maxi Skirt,Men,3,"38,0,62,0,0,0,0,0",Beige,36,Gucci,userSellIn,11.21,24.99,none
ITEM00494,2025-06-20 11:20:32,2025-08-09 02:28:38,sold,Accessories,General,Handbag,Kids,8,"0,0,0,0,100,0,0,0",Blue,44,Adidas,userSellIn,13.04,43.31,minor
ITEM00495,2025-06-18 13:19:11,2025-09-01 13:10:21,recycled,One-Piece,Dress,Evening Dress,Men,2,"0,0,0,0,0,100,0,0",Green,M,Nike,donation,3.51,0.0,minor
ITEM00496,2025-06-30 04:31:07,2025-09-17 17:13:57,sold,Footwear,Shoes,Heels,Kids,4,"0,0,0,0,0,0,0,100",Blue,42,Zara,userSellIn,6.96,24.39,heavy
ITEM00497,2025-06-23 11:58:57,2025-09-28 09:27:17,sold,Footwear,Shoes,Heels,Women,4,"91,0,0,0,9,0,0,0",White,42,Adidas,bulkWholesale,8.88,27.45,heavy
ITEM00498,2025-07-03 19:25:40,2025-08-27 06:37:13,sold,Accessories,General,Scarf,Kids,4,"1,99,0,0,0,0,0,0",Grey,44,Patagonia,bulkWholesale,7.43,12.49,none
ITEM00499,2025-06-26 02:37:18,2025-09-25 07:47:45,sold,One-Piece,Dress,Summer Dress,Kids,7,"0,0,0,0,0,0,100,0",Blue,L,Nike,donation,22.73,84.49,minor
ITEM00500,2025-06-15 14:31:26,2025-08-22 10:50:03,sold,Topwear,Jacket,Blazer,Unisex,10,"0,0,48,52,0,0,0,0",Black,L,Patagonia,userSellIn,12.85,35.94,none
ITEM00501,2025-06-16 17:11:20,2025-08-01 20:23:12,sold,Bottomwear,Pants,Jeans,Unisex,4,"0,0,0,27,73,0,0,0",Green,38,Gucci,donation,10.26,29.49,heavy
ITEM00502,2025-07-01 23:09:19,2025-07-29 19:06:28,sold,Topwear,Shirt,Polo,Kids,10,"100,0,0,0,0,0,0,0",Grey,XL,Levi's,userSellIn,1.63,5.68,none
ITEM00503,2025-07-04 02:16:29,2025-08-06 11:11:56,disposed,One-Piece,Dress,Summer Dress,Women,0,"0,0,0,0,100,0,0,0",Grey,40,Uniqlo,userSellIn,10.19,0.0,moderate
ITEM00504,2025-06-19 14:17:49,2025-07-24 16:50:52,sold,Footwear,Shoes,Heels,Men,9,"0,0,0,18,0,82,0,0",Black,M,Nike,donation,15.95,36.03,heavy
ITEM00505,2025-06-22 00:09:03,2025-08-31 10:04:52,sold,Bottomwear,Skirt,Mini Skirt,Women,9,"100,0,0,0,0,0,0,0",Multicolor,L,Uniqlo,bulkWholesale,18.74,66.74,minor
ITEM00506,2025-06-14 02:10:50,2025-07-19 09:15:09,sold,Bottomwear,Skirt,Mini Skirt,Kids,3,"0,0,0,0,0,0,100,0",Beige,S,Levi's,bulkWholesale,23.79,83.41,minor
ITEM00507,2025-06-23 03:03:22,2025-08-08 21:37:40,recycled,Topwear,Shirt,T-Shirt,Kids,0,"0,0,100,0,0,0,0,0",Grey,36,Gucci,donation,22.62,0.0,moderate
ITEM00508,2025-07-02 10:34:33,2025-08-15 22:49:09,sold,Footwear,Shoes,Boots,Unisex,3,"0,0,62,0,0,0,0,38",Black,Kids,H&M,bulkWholesale,22.07,84.28,moderate
ITEM00509,2025-07-02 04:52:09,2025-09-23 14:26:47,disposed,Topwear,Shirt,Blouse,Men,2,"0,0,0,0,0,0,100,0",Blue,L,Adidas,donation,22.39,0.0,none
ITEM00510,2025-07-02 17:09:57,2025-08-18 15:37:43,sold,Footwear,Shoes,Sneakers,Women,7,"0,0,0,100,0,0,0,0",Multicolor,44,Uniqlo,donation,22.2,64.1,none
ITEM00511,2025-06-16 22:49:18,2025-07-20 10:57:32,sold,Bottomwear,Skirt,Maxi Skirt,Men,6,"0,0,0,0,0,100,0,0",Red,42,Uniqlo,userSellIn,15.56,26.23,minor
ITEM00512,2025-06-08 21:16:05,2025-09-23 06:28:30,sold,One-Piece,Dress,Summer Dress,Unisex,3,"0,0,48,0,0,0,52,0",White,40,Levi's,userSellIn,6.94,14.83,moderate
ITEM00513,2025-06-14 03:02:08,2025-08-21 10:33:29,sold,Footwear,Shoes,Boots,Men,3,"0,0,0,0,0,38,62,0",Red,38,Levi's,userSellIn,14.8,43.72,none
ITEM00514,2025-06-21 05:59:38,2025-09-22 21:03:42,sold,One-Piece,Dress,Summer Dress,Men,7,"0,0,0,87,13,0,0,0",White,34,Zara,donation,6.32,24.07,moderate
ITEM00515,2025-06-14 15:04:43,2025-08-13 14:13:54,disposed,Topwear,Shirt,Blouse,Kids,1,"0,0,44,0,0,56,0,0",White,36,Patagonia,bulkWholesale,10.07,0.0,minor
ITEM00516,2025-06-18 19:38:03,2025-08-16 19:59:57,disposed,One-Piece,Dress,Casual Dress,Women,1,"0,0,0,0,0,0,100,0",Blue,XS,Uniqlo,userSellIn,1.71,0.0,heavy
ITEM00517,2025-06-11 20:01:50,2025-08-26 11:15:09,disposed,Accessories,General,Scarf,Men,1,"0,0,0,0,0,100,0,0",Grey,38,Uniqlo,bulkWholesale,27.82,0.0,none
ITEM00518,2025-06-29 07:33:48,2025-07-22 23:19:12,recycled,Bottomwear,Skirt,Maxi Skirt,Kids,2,"0,0,0,0,0,0,100,0",Multicolor,XL,Nike,bulkWholesale,2.59,0.0,heavy
ITEM00519,2025-06-27 23:09:27,2025-08-25 17:15:20,disposed,One-Piece,Dress,Evening Dress,Unisex,0,"70,0,0,30,0,0,0,0",Red,M,Levi's,donation,15.45,0.0,heavy
ITEM00520,2025-07-01 18:07:11,2025-08-12 03:51:37,sold,Footwear,Shoes,Sneakers,Men,8,"0,0,0,75,0,0,25,0",Blue,38,Gucci,bulkWholesale,1.42,5.51,moderate
ITEM00521,2025-06-26 00:06:07,2025-10-02 14:05:40,sold,Topwear,Shirt,T-Shirt,Unisex,3,"0,23,0,0,0,0,77,0",Green,S,Levi's,bulkWholesale,16.15,25.31,none
ITEM00522,2025-06-20 09:04:05,2025-08-09 03:24:13,sold,Accessories,General,Belt,Women,3,"100,0,0,0,0,0,0,0",Green,Kids,H&M,userSellIn,5.59,11.45,none
ITEM00523,2025-07-01 02:48:06,2025-09-14 10:28:53,sold,Accessories,General,Belt,Women,10,"0,26,0,0,0,74,0,0",Black,38,H&M,donation,1.57,3.51,heavy
ITEM00524,2025-06-23 16:35:45,2025-08-11 04:55:01,sold,One-Piece,Dress,Summer Dress,Kids,9,"0,0,0,0,100,0,0,0",Beige,42,Adidas,donation,5.84,17.35,heavy
ITEM00525,2025-06-12 05:03:33,2025-09-25 11:17:46,recycled,Accessories,General,Belt,Men,2,"0,0,0,0,79,0,21,0",Blue,XS,Adidas,userSellIn,9.48,0.0,minor
ITEM00526,2025-06-25 21:02:10,2025-10-02 13:38:20,recycled,One-Piece,Dress,Evening Dress,Men,1,"0,0,0,100,0,0,0,0",Green,S,Levi's,donation,14.13,0.0,minor
ITEM00527,2025-06-27 16:36:06,2025-09-19 07:23:19,sold,Bottomwear,Pants,Chinos,Women,8,"0,0,0,66,0,0,34,0",White,S,H&M,bulkWholesale,1.86,4.16,minor
ITEM00528,2025-07-03 13:01:14,2025-09-23 10:23:14,recycled,Bottomwear,Skirt,Maxi Skirt,Kids,0,"0,0,0,0,0,100,0,0",Black,Kids,Nike,donation,7.69,0.0,none
ITEM00529,2025-06-23 17:31:54,2025-08-18 00:54:49,sold,Accessories,General,Belt,Kids,7,"0,0,0,0,0,100,0,0",Blue,Kids,Gucci,userSellIn,8.65,28.47,none
ITEM00530,2025-06-10 17:17:00,2025-08-15 08:21:43,sold,Footwear,Shoes,Boots,Men,3,"0,0,0,0,100,0,0,0",Green,40,H&M,donation,21.43,64.97,heavy
ITEM00531,2025-07-05 04:02:46,2025-10-01 15:50:17,recycled,One-Piece,Dress,Casual Dress,Kids,1,"0,0,0,72,0,0,0,28",Red,40,Uniqlo,donation,9.06,0.0,heavy
ITEM00532,2025-06-17 18:57:16,2025-08-24 20:42:23,sold,Bottomwear,Pants,Shorts,Men,6,"0,0,0,52,0,0,48,0",White,S,Gucci,donation,16.65,35.33,none
ITEM00533,2025-06-18 09:47:27,2025-09-30 06:33:24,sold,Topwear,Jacket,Hoodie,Women,3,"0,0,80,0,20,0,0,0",Green,XS,Gucci,bulkWholesale,6.91,17.91,none
ITEM00534,2025-06-21 02:59:31,2025-08-08 20:19:42,sold,Accessories,General,Handbag,Men,4,"0,0,0,0,100,0,0,0",Beige,38,Levi's,userSellIn,14.39,37.4,moderate
ITEM00535,2025-06-28 18:35:49,2025-09-27 03:51:21,sold,Topwear,Jacket,Winter Coat,Kids,6,"0,0,0,100,0,0,0,0",White,40,Levi's,donation,17.27,37.03,none
ITEM00536,2025-06-13 16:31:52,2025-09-06 15:17:34,sold,Topwear,Shirt,Blouse,Men,10,"45,55,0,0,0,0,0,0",Red,XL,Zara,userSellIn,5.85,13.83,moderate
ITEM00537,2025-06-27 04:17:59,2025-10-02 03:20:09,sold,One-Piece,Dress,Summer Dress,Women,3,"0,0,0,0,83,17,0,0",Beige,44,Uniqlo,donation,16.04,30.14,moderate
ITEM00538,2025-06-27 04:40:01,2025-08-07 18:47:51,sold,Accessories,General,Belt,Men,7,"0,0,0,100,0,0,0,0",Grey,L,Gucci,bulkWholesale,18.64,63.28,moderate
ITEM00539,2025-06-21 09:54:17,2025-08-07 06:47:30,sold,Footwear,Shoes,Boots,Women,3,"0,0,0,0,0,100,0,0",Grey,44,Nike,donation,0.37,0.85,minor
ITEM00540,2025-06-16 15:27:39,2025-09-21 01:17:15,sold,Topwear,Shirt,Polo,Men,5,"0,0,0,0,100,0,0,0",Green,M,Levi's,userSellIn,13.42,38.75,minor
ITEM00541,2025-06-19 15:44:57,2025-09-20 16:15:26,disposed,Bottomwear,Skirt,Mini Skirt,Men,0,"0,0,0,0,0,0,0,100",Black,Kids,Uniqlo,userSellIn,13.93,0.0,heavy
